date,attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,Energy,attr19,bool1,bool2,bool3,bool4,bool5,bool6,bool7,bool8,bool9,bool10
1/11/2016 18:40,0.9773901,4.881028,205.9536,8.099806,986.5267,10.28832,8.235393,1103.041,2085.838,16.10411,28.39282,15.80128,0.1439163,7.498859,0.3535,18.59674,3.751872,24.9466,380.6902,24.61317,0,1,0,0,0,1,0,0,0,0
1/11/2016 18:50,0.9826337,4.849994,209.4795,8.429822,1008.457,10.34412,7.845826,1101.423,1982.388,15.62479,29.25611,15.32328,0.1395489,7.448549,0.3442635,18.04136,3.688771,24.08803,364.9193,23.95767,0,1,1,1,0,0,1,0,0,0
1/11/2016 19:00,0.9650147,4.946379,204.4707,8.756439,1052.089,10.76785,7.626261,1049.47,2051.924,16.38743,29.16702,15.64816,0.1335564,7.696916,0.352752,17.20983,3.779487,24.93876,348.9873,22.80052,0,1,0,1,0,0,0,1,0,0
1/11/2016 19:10,0.9635816,4.746922,198.7687,8.521835,1022.19,10.9115,7.449903,1008.13,2123.861,15.72824,29.20585,15.39618,0.1297549,7.63007,0.3510365,16.97859,3.754382,26.04161,332.6031,22.7274,1,1,1,0,1,0,1,0,1,0
1/11/2016 19:20,0.9342864,4.581676,203.7138,8.264748,1018.73,11.09726,7.701469,989.2299,2177.772,15.80272,28.27499,15.10586,0.1332909,7.567076,0.3434096,17.59724,3.703516,25.65057,324.3944,23.40764,0,1,1,1,0,1,0,0,0,1
1/11/2016 19:30,0.9416512,4.661314,195.8003,8.159874,1064.618,11.06842,7.447607,994.2129,2253.185,16.06738,29.59791,14.93077,0.1370215,7.418424,0.3460352,18.11213,3.876198,24.44478,336.9164,24.33396,0,1,0,1,0,0,1,0,0,1
1/11/2016 19:40,0.9322399,4.810841,190.7108,7.926356,1027.474,10.78906,7.53744,997.7728,2192.471,16.0342,29.6971,15.44151,0.1390482,7.425397,0.329064,18.70531,3.776422,24.38778,335.4831,23.53013,0,0,1,1,0,1,0,1,1,1
1/11/2016 19:50,0.9005581,5.020722,195.192,8.058042,1001.729,10.41178,7.298257,991.3181,2287.844,15.8626,30.38208,15.92816,0.1370328,7.498728,0.3401326,18.13517,3.744662,23.5994,336.7822,22.38613,1,0,0,1,0,0,1,1,1,0
1/11/2016 20:00,0.9414989,4.771731,203.0059,8.211223,1039.049,10.60502,7.516248,1007.45,2221.806,15.54611,29.05257,15.6646,0.1394813,7.476193,0.3523709,17.90822,3.738497,22.67347,343.0984,23.21368,1,1,0,0,0,1,0,1,0,1
1/11/2016 20:10,0.9491323,4.971116,200.7495,8.386323,1035.813,11.11587,7.400881,1009.765,2317.256,15.75545,29.29118,15.44879,0.1332214,7.808299,0.368406,17.67925,3.769335,22.66569,346.9877,22.44087,0,1,1,1,1,1,0,1,0,0
1/11/2016 20:20,0.9357455,4.871329,203.4804,8.767553,1003.554,10.96369,7.494096,1001.548,2215.035,16.05016,28.47591,15.27641,0.128549,7.876768,0.3658133,17.41058,3.899133,23.68155,334.4298,21.50644,0,1,1,1,0,1,1,0,1,1
1/11/2016 20:30,0.960009,4.897177,205.6347,8.963684,1037.072,10.52674,7.547775,1028.107,2318.02,16.75727,29.35162,14.88751,0.1294521,8.153481,0.3506325,17.71908,3.777108,24.30221,344.7907,21.13511,0,0,0,0,0,0,1,0,1,1
1/11/2016 20:40,0.9398102,4.771896,209.5768,9.156449,1036.621,10.98265,7.399756,1049.734,2302.561,16.13883,28.99075,15.38614,0.1269809,8.499791,0.3631968,18.23291,3.886666,25.15324,334.9699,21.10649,0,1,1,0,0,0,1,0,0,1
1/11/2016 20:50,0.8969206,4.588842,203.2402,9.292533,1035.426,11.43962,7.337855,1078.221,2203.02,16.19421,29.47461,14.9641,0.1228331,8.545268,0.3729526,17.95745,3.792823,25.38539,335.824,20.92409,0,1,1,0,1,0,1,1,1,0
1/11/2016 21:00,0.9117854,4.716386,204.7956,9.750358,1083.175,11.2973,7.429708,1042.491,2312.705,16.49999,30.50918,15.2414,0.1231089,8.841325,0.3614533,17.7491,3.957063,25.11222,323.0286,21.78187,0,0,1,1,1,0,0,0,1,1
1/11/2016 21:10,0.953121,4.925882,205.7117,9.456063,1126.261,11.66682,7.221414,1067.896,2300.69,15.7721,29.67105,15.01375,0.1196375,9.019026,0.3603757,18.26736,4.112799,24.50353,338.2351,20.77197,1,0,1,0,1,0,0,1,1,0
1/11/2016 21:20,0.9726743,5.11891,197.1865,9.032269,1113.309,11.38127,7.36839,1044.441,2365.534,16.49108,30.30088,15.50248,0.1162869,9.296579,0.3572766,18.92828,4.271657,23.6634,325.2212,21.74475,1,0,0,1,0,1,1,1,1,0
1/11/2016 21:30,0.9460163,5.07979,196.9614,8.709599,1154.899,11.35319,7.384903,1069.565,2377.585,15.82285,31.73363,14.99379,0.1171122,9.252732,0.3419751,19.4127,4.16349,23.00879,318.5157,22.61902,0,1,0,0,0,1,1,0,1,1
1/11/2016 21:40,0.989583,4.857194,200.9425,8.839886,1170.866,11.11604,7.485623,1057.119,2426.129,15.94197,32.05538,15.41752,0.1195984,8.88311,0.337693,19.94748,4.324865,22.58965,323.2901,22.32194,1,1,1,0,1,1,0,1,1,0
1/11/2016 21:50,1.026052,4.908399,205.7625,9.19459,1225.245,10.64164,7.236986,1009.974,2526.274,16.68631,33.05538,14.86682,0.1238134,8.989695,0.3477027,20.70979,4.453654,23.07987,320.4007,22.42362,1,0,1,0,1,0,1,1,1,0
1/11/2016 22:00,1.069644,5.135803,203.1006,9.418522,1232.622,10.27183,7.520697,1021.562,2454.203,15.95107,33.36382,14.17002,0.1235133,9.427437,0.3625822,20.742,4.646159,22.8672,324.2859,21.5435,0,0,0,0,1,1,0,0,0,1
1/11/2016 22:10,1.119372,5.358258,202.8254,9.041418,1219.109,10.78115,7.53983,1052.046,2459.164,16.72402,34.86056,14.78026,0.1264961,9.816957,0.3676724,20.65524,4.445568,22.73353,334.1376,22.0809,1,1,1,1,1,0,1,0,1,1
1/11/2016 22:20,1.095341,5.389904,210.6151,8.711661,1276.036,10.90298,7.685746,1081.835,2484.864,16.15964,33.962,14.84055,0.1217631,9.348055,0.3615136,20.60804,4.418124,22.02265,336.9407,21.48932,0,1,1,0,0,1,0,1,0,1
1/11/2016 22:30,1.091481,5.417836,213.2765,8.453537,1260.109,11.43987,7.975327,1094.135,2400.691,16.427,32.7867,15.27528,0.1182505,9.167296,0.3536705,21.61937,4.253281,23.08254,343.1379,20.45989,0,1,1,1,1,0,1,0,1,0
1/11/2016 22:40,1.044462,5.515846,204.4574,8.119733,1309.789,11.6515,7.625468,1104.659,2419.137,16.38328,31.50495,15.46229,0.1203278,8.994256,0.3566527,20.57944,4.269972,22.09009,343.7934,20.26715,0,1,0,0,0,0,0,1,1,0
1/11/2016 22:50,1.087084,5.263099,208.324,7.782628,1373.638,11.36141,7.551501,1109.504,2321.609,16.79015,31.72485,15.61407,0.122847,8.654097,0.3425459,20.49382,4.32353,21.03368,337.3691,20.91363,1,1,0,0,0,1,0,0,1,0
1/11/2016 23:00,1.10581,5.207298,206.9389,8.009078,1387.952,11.61634,7.3167,1090.85,2233.511,16.77897,30.1769,15.36035,0.1240056,8.951015,0.3340659,20.24196,4.533179,20.58416,352.0105,21.4926,1,0,0,1,0,1,1,0,1,1
1/11/2016 23:10,1.052905,5.382722,203.4237,8.302341,1448.293,11.40979,6.978289,1097.926,2181.483,16.1424,29.65719,15.56838,0.1182599,8.772356,0.3326861,20.68715,4.401546,20.13848,359.1326,21.84982,1,1,1,1,0,1,1,1,0,1
1/11/2016 23:20,1.095076,5.450183,212.0247,8.305218,1443.08,11.86761,7.060724,1113.75,2140.792,16.02421,28.60009,16.05718,0.1190118,8.4499,0.3457367,19.69906,4.238289,19.13435,373.8391,22.01908,0,0,0,1,1,1,1,1,0,0
1/11/2016 23:30,1.121265,5.585812,212.2086,8.113868,1479.98,11.82689,6.81742,1097.628,2165.463,16.39742,27.50271,16.25116,0.1179251,8.566352,0.3573961,20.06387,4.347147,19.23962,379.9142,22.80125,1,0,1,0,1,0,1,0,1,1
1/11/2016 23:40,1.116037,5.749211,220.9917,8.367199,1420.336,11.7996,6.805658,1089.988,2078.552,15.70954,26.54565,16.28591,0.1184183,8.146183,0.3503175,20.36514,4.41229,19.06359,396.6516,22.8094,0,1,0,0,0,1,0,0,1,1
1/11/2016 23:50,1.1461,5.643064,221.6339,8.188345,1467.408,11.71062,6.725992,1049.346,2089.39,15.21964,26.62664,15.95717,0.1202932,7.827277,0.3557595,21.23201,4.546432,18.64813,377.8218,23.73422,1,0,0,1,1,0,1,1,0,0
1/12/2016 0:00,1.181469,5.562377,210.6068,8.279525,1412.58,11.92187,6.725747,1084.436,2116.946,15.1834,25.71317,16.58435,0.1174241,7.512402,0.3685433,21.95652,4.630307,17.87849,365.8935,24.53492,0,1,1,0,0,1,1,1,1,0
1/12/2016 0:10,1.180809,5.698135,213.1909,7.974401,1367.95,12.01964,6.45778,1063.573,2059.6,15.78005,26.27905,17.26659,0.1176352,7.860263,0.3691409,22.35228,4.786598,18.3993,380.4652,25.66089,0,0,0,0,0,0,0,0,0,0
1/12/2016 0:20,1.129545,5.746686,209.7964,7.959539,1372.152,11.43745,6.511882,1065.552,1986.838,15.64846,27.06273,16.63527,0.1131802,7.747455,0.3740873,22.49681,4.683203,17.92387,383.5961,24.70854,0,1,1,0,1,0,0,1,0,1
1/12/2016 0:30,1.126315,5.972399,208.786,8.026604,1361.911,11.75906,6.540319,1056.536,1913.071,16.08393,27.92353,16.24275,0.1166403,8.055985,0.3913129,22.63816,4.579451,17.62857,383.7481,24.64825,1,0,1,1,0,1,1,0,0,0
1/12/2016 0:40,1.127604,6.106252,211.4279,8.300968,1374.995,12.24183,6.634382,1095.202,1971.742,15.8109,29.10723,15.84275,0.1163457,7.955108,0.3974728,22.96163,4.805797,18.01511,377.6944,23.60486,0,1,0,0,0,1,0,1,1,0
1/12/2016 0:50,1.150704,6.108813,212.431,7.996457,1376.057,12.51352,6.853669,1042.243,1950.314,15.0434,28.47733,15.57646,0.1149524,7.957866,0.4088078,22.55269,4.936583,18.78877,360.2905,22.62117,0,0,1,1,0,1,1,1,1,1
1/12/2016 1:00,1.171678,6.326521,209.577,7.777508,1362.161,12.11276,6.631425,1016.356,1954.718,15.25739,28.13523,15.22214,0.1094057,7.602337,0.4003754,23.26991,5.123677,18.64478,353.6096,21.80634,0,0,0,0,0,1,1,0,0,0
1/12/2016 1:10,1.135614,6.166468,212.6035,7.986237,1311.154,11.71108,6.91001,1019.357,1997.147,15.33949,26.80679,14.79399,0.1094522,7.259907,0.414684,22.14999,4.995875,18.60699,359.003,20.8316,0,0,1,1,1,1,0,0,0,1
1/12/2016 1:20,1.127201,5.993575,215.8433,8.048397,1357.11,11.66549,6.874823,1038.777,1917.49,15.1589,27.96157,14.11563,0.11215,7.384817,0.4025862,21.89731,4.809543,17.67697,369.9859,21.24615,0,1,1,1,1,0,1,1,0,0
1/12/2016 1:30,1.181021,6.198511,225.7247,7.863252,1313.901,11.3801,7.035355,989.5657,1911.249,15.25238,28.93815,13.43661,0.1068959,7.060902,0.4134301,22.03914,4.733711,16.87747,363.3575,20.82686,1,0,1,1,1,0,1,1,1,1
1/12/2016 1:40,1.218146,6.194898,222.5889,7.894959,1252.389,11.92708,6.952062,1005.199,1907.021,14.5848,30.0049,12.90744,0.1039167,7.054605,0.4159406,21.7238,4.616978,17.27873,377.4297,21.16832,0,1,0,0,1,0,0,0,0,1
1/12/2016 1:50,1.173811,6.296573,211.9353,8.276013,1205.884,11.48083,6.857218,1026.846,1953.52,14.38735,30.12675,12.4758,0.1062034,7.237399,0.3979881,21.89778,4.622927,17.9542,366.5103,21.73449,0,1,1,0,1,0,1,1,0,0
1/12/2016 2:00,1.220858,6.042922,222.1744,8.669314,1198.014,11.47605,6.524608,1064.382,1904.843,14.97467,31.43303,12.3118,0.1097879,7.180043,0.3873979,21.85704,4.55173,17.98804,369.5074,22.81042,1,0,1,1,1,0,0,0,1,0
1/12/2016 2:10,1.174305,6.113012,225.5352,8.317815,1159.756,11.73874,6.438276,1024.871,1857.478,14.29558,32.76304,12.55068,0.1088751,7.069797,0.3897013,21.72442,4.499191,17.72459,377.1954,21.89646,0,1,0,1,0,1,0,1,0,0
1/12/2016 2:20,1.229231,6.105224,236.4388,8.055552,1203.379,11.94204,6.179068,994.4304,1847.717,14.1917,33.37372,12.32225,0.1103432,7.400994,0.3712002,21.37365,4.715898,17.19235,379.2147,22.46865,1,0,0,1,0,1,1,1,1,0
1/12/2016 2:30,1.207344,6.176117,233.6761,7.754889,1200.557,11.93233,6.097655,992.6989,1875.707,14.24536,31.86082,12.4584,0.1055378,7.539845,0.3759685,21.22542,4.91046,17.87153,396.2056,23.49345,0,0,0,1,1,0,1,0,1,0
1/12/2016 2:40,1.213597,6.336932,224.0637,8.090135,1198.69,11.35794,6.220845,964.6054,1883.462,14.53161,31.797,12.9588,0.1055545,7.629805,0.3736232,22.21172,5.09865,17.81224,389.4124,23.62663,0,1,1,0,1,0,0,0,1,0
1/12/2016 2:50,1.179353,6.144533,233.5572,7.795599,1157.065,11.51715,5.928743,916.8565,1836.014,14.49484,31.51222,13.20125,0.101537,7.290405,0.3798359,22.54177,4.902183,17.04609,406.4035,24.73659,0,0,0,1,1,1,0,0,0,1
1/12/2016 3:00,1.17749,6.440207,224.9323,8.008842,1206.163,11.62038,5.836994,891.9204,1842.807,14.86549,31.68604,12.80356,0.1052354,7.262768,0.389224,23.43127,4.768659,17.41621,415.0078,23.83966,0,1,1,0,1,0,0,1,0,1
1/12/2016 3:10,1.197518,6.369647,230.8098,7.976237,1171.501,11.61726,5.672641,898.4185,1898.422,14.78263,32.17553,12.49932,0.1083721,7.428808,0.382766,24.02187,4.62141,17.67818,435.5468,24.06988,1,1,1,1,0,1,0,1,1,1
1/12/2016 3:20,1.150736,6.101673,237.0104,7.794416,1128.12,11.50887,5.846688,896.1932,1850.286,15.12785,33.33391,12.55194,0.1051243,7.566736,0.3979656,24.97141,4.79643,16.80927,430.0002,23.49787,1,0,0,1,0,1,0,1,1,1
1/12/2016 3:30,1.109707,6.113671,226.0432,7.594081,1166.014,11.11757,6.040853,918.5283,1939.108,15.23683,34.17581,13.1323,0.1099394,7.192421,0.4090652,24.1589,4.78825,17.08289,431.2851,23.51578,1,0,0,1,1,0,0,1,0,1
1/12/2016 3:40,1.141887,5.85584,236.0092,7.737808,1218.513,11.47204,6.283985,907.2706,2023.395,14.9513,33.74944,12.92663,0.1122459,6.915874,0.3927325,23.57321,4.695231,17.072,422.2564,24.30687,1,0,1,0,0,1,0,0,1,0
1/12/2016 3:50,1.095871,6.020917,237.2379,8.03635,1238.456,11.5245,6.553721,886.3904,2042.008,15.49153,34.34686,12.80229,0.1073376,6.869915,0.3959335,23.44266,4.708134,17.92518,401.411,25.12532,1,1,1,1,0,1,1,1,0,1
1/12/2016 4:00,1.061272,5.904805,241.3501,7.654699,1191.288,11.95479,6.269853,927.1002,2014.687,15.1399,35.97303,13.37231,0.1075344,7.04626,0.4114401,23.34857,4.60968,17.77021,415.4764,24.91928,0,1,1,1,1,1,1,1,1,1
1/12/2016 4:10,1.027185,6.194901,238.8371,7.36753,1206.339,11.79617,6.121086,894.0518,1967.449,14.80611,37.51221,13.21151,0.1109171,7.299554,0.41317,22.22111,4.57979,18.09212,414.493,24.22948,1,0,0,1,1,1,1,1,0,0
1/12/2016 4:20,1.04087,6.108212,242.1808,7.304631,1198.483,11.52671,5.84438,926.4893,1933.428,15.00646,37.51042,12.92439,0.1163475,7.515757,0.425246,21.1489,4.68337,17.89748,414.6236,24.2668,1,0,1,0,1,1,0,0,0,1
1/12/2016 4:30,0.9953827,6.022786,237.8731,7.281942,1193.382,11.19632,6.040384,935.5677,2010.006,14.58884,38.92721,12.76783,0.113369,7.779141,0.4055611,20.13315,4.59944,17.59579,420.061,23.85904,1,0,1,1,1,1,1,0,0,0
1/12/2016 4:40,0.9722438,5.955084,231.4542,7.208092,1140.93,11.60719,6.006567,932.28,1961.321,14.69132,39.66263,12.37189,0.1101873,7.574251,0.3878841,19.41091,4.423565,18.35808,402.3956,24.20722,0,1,0,0,0,1,0,0,0,0
1/12/2016 4:50,0.9593613,5.95658,229.9942,7.30611,1094.567,11.38232,6.100461,940.4114,1880.69,14.41386,40.32337,12.19641,0.1100868,7.350955,0.3810617,18.68664,4.6429,17.65431,409.3588,23.13831,0,0,0,1,1,0,1,0,0,0
1/12/2016 5:00,0.9445598,6.235234,218.5423,7.004283,1104.012,11.23453,5.953794,919.2634,1925.246,15.04454,41.94666,12.2878,0.1064638,7.181886,0.370033,17.77931,4.613038,17.53429,421.3966,22.34045,1,0,1,1,0,1,1,1,0,0
1/12/2016 5:10,0.9614563,6.194367,216.8248,6.818416,1077.866,11.65557,5.717294,904.0751,1895.666,14.68947,41.14048,12.00729,0.1113794,7.443805,0.3819691,18.39754,4.637384,16.79596,409.8264,21.65545,0,1,1,1,0,0,1,0,0,0
1/12/2016 5:20,0.9412794,6.14395,218.7238,6.929398,1053.378,11.24927,5.590567,879.8533,1882.626,15.22563,42.33912,11.73359,0.1142141,7.23927,0.3955286,18.12754,4.44544,16.40146,418.8518,21.87341,1,0,1,1,0,1,0,1,1,1
1/12/2016 5:30,0.9303763,5.987936,218.4156,7.06264,1008.62,11.12714,5.703065,905.2089,1876.472,14.65171,40.54455,12.09904,0.1137592,6.920262,0.3990911,17.41058,4.508171,15.75799,400.5171,21.70006,0,1,1,0,0,0,1,0,0,0
1/12/2016 5:40,0.8978915,5.970052,211.2537,6.896914,1017.111,11.63864,5.938151,892.4991,1904.371,15.08942,40.77586,12.25678,0.1151622,6.894472,0.3978895,17.83754,4.464165,16.09683,404.4594,22.03886,1,1,1,1,1,0,1,0,0,1
1/12/2016 5:50,0.8984984,5.966187,219.0085,6.912946,976.4037,12.20289,6.102736,929.8869,1978.135,15.04605,41.78775,12.85089,0.11501,7.06592,0.4046843,18.66766,4.242718,15.87407,414.8736,22.93923,1,0,0,0,0,0,0,1,0,0
1/12/2016 6:00,0.9343019,5.972692,212.7799,6.82418,995.089,12.10531,5.839785,972.1223,1915.312,14.75194,41.44938,12.34357,0.1187,6.90917,0.4089048,19.03633,4.445004,16.12476,399.4919,22.01851,0,0,0,1,0,1,1,1,1,0
1/12/2016 6:10,0.9746658,6.255383,214.6468,7.089165,1007.816,11.70966,5.549667,947.8359,1984.258,14.68095,39.65876,12.54163,0.1224236,6.98661,0.4075044,19.78154,4.571607,15.9235,386.6575,22.60699,1,0,1,1,0,1,1,0,1,1
1/12/2016 6:20,1.015689,6.071607,207.4032,6.839217,1013.66,12.27937,5.409428,904.1235,2037.57,14.12101,38.60443,12.18856,0.1281337,7.16164,0.3875497,20.54393,4.62574,15.17719,376.2473,22.08674,0,1,0,1,1,1,0,1,0,0
1/12/2016 6:30,0.9761508,6.020306,213.9934,6.599512,998.5734,12.75255,5.606988,894.1434,1965.228,13.81203,38.47158,12.052,0.1295049,7.478652,0.3798319,20.55238,4.498135,15.76588,387.5108,21.69276,0,0,1,1,0,1,0,1,0,1
1/12/2016 6:40,0.9635732,5.797979,214.2815,6.377954,1040.131,12.22234,5.517293,869.1085,2035.618,13.59416,38.59966,12.65003,0.1283149,7.610884,0.3686191,20.59727,4.64305,15.65682,387.6317,20.74709,1,0,0,0,0,0,1,0,0,1
1/12/2016 6:50,1.006652,5.992678,223.9073,6.417434,1062.971,11.61748,5.24299,856.5988,2006.094,13.78081,38.52697,12.23032,0.1261263,7.884441,0.3735288,20.21277,4.710488,15.84687,402.5326,21.49714,0,0,1,0,0,1,0,0,0,1
1/12/2016 7:00,0.9615358,6.291726,228.2128,6.190385,1064.709,11.89265,5.013428,822.7595,2046.909,13.96981,39.25998,12.17409,0.1266894,7.97056,0.3859679,20.52465,4.663051,15.19487,387.4264,21.66457,1,1,0,0,1,1,0,1,1,1
1/12/2016 7:10,0.9211082,6.560297,225.2005,5.936079,1030.536,12.47825,5.188124,810.4882,1966.659,13.91769,39.6307,11.5898,0.1304754,8.045966,0.3783049,19.74563,4.602105,14.74908,405.0669,21.50922,1,0,0,0,0,1,1,0,0,0
1/12/2016 7:20,0.897123,6.794683,220.258,5.80534,983.6505,12.08476,5.407503,839.2033,1928.937,14.18109,39.07913,11.4668,0.1283224,8.380679,0.3658806,19.55977,4.631719,14.46002,411.4164,20.88645,0,1,0,0,0,1,0,0,1,0
1/12/2016 7:30,0.856369,6.557436,223.0511,5.579085,1007.462,12.27804,5.555669,866.7516,1881.258,13.60315,39.00912,11.19085,0.1332471,8.042248,0.355314,19.21972,4.54184,14.13536,426.6747,21.01093,1,0,0,0,1,1,0,0,1,0
1/12/2016 7:40,0.874476,6.52302,214.611,5.30226,1034.96,12.02969,5.802892,893.0839,1889.846,14.09632,38.48446,10.76299,0.1294081,8.009561,0.34959,19.21455,4.493159,14.23947,447.0737,20.40164,1,0,1,1,0,1,0,1,1,0
1/12/2016 7:50,0.8820893,6.647014,204.5776,5.495671,997.1447,12.50493,5.669252,922.172,1808.596,14.33233,38.26751,10.99224,0.1289289,7.651508,0.3524882,19.24447,4.424216,14.05279,466.0333,20.95748,1,1,0,0,0,1,1,0,1,1
1/12/2016 8:00,0.9024474,6.413429,202.6286,5.365981,1040.135,12.28798,5.613642,964.5481,1815.654,14.09239,36.79344,10.50628,0.1331851,7.657452,0.352876,18.50716,4.564784,14.56094,444.6766,21.23832,0,0,0,1,1,0,0,0,1,1
1/12/2016 8:10,0.8662335,6.186171,203.6607,5.247185,1067.464,11.68904,5.78682,992.1016,1839.739,14.10096,37.37563,10.29804,0.1291157,8.02813,0.3491639,18.60165,4.762932,14.14188,452.1064,20.44427,1,1,1,0,0,0,1,0,1,1
1/12/2016 8:20,0.9092432,6.269006,207.4626,5.469629,1061.989,11.16351,6.027506,1018.566,1811.149,14.08771,36.40675,10.66181,0.1348131,7.717946,0.3522921,17.70157,4.818249,13.60287,442.9836,20.97238,1,0,0,1,0,0,0,0,1,0
1/12/2016 8:30,0.8718282,6.294284,212.5687,5.729716,1019.019,10.82656,5.887734,1019.403,1893.667,14.11469,34.68866,10.67242,0.1366692,7.850281,0.3656381,17.3099,4.7288,13.45348,441.6221,22.0207,0,0,1,1,1,1,0,1,0,0
1/12/2016 8:40,0.8439951,6.087665,216.6848,5.975882,1041.691,10.7316,5.805607,979.7437,1837.596,14.60994,36.27977,10.14492,0.1316988,8.229852,0.3678152,17.86699,4.597507,12.98544,437.5219,22.79758,0,0,0,0,1,1,0,0,1,1
1/12/2016 8:50,0.8762416,6.36762,220.0352,5.756653,1026.886,10.85447,6.022876,945.6464,1894.319,15.11834,37.88635,10.4691,0.1374525,8.105021,0.3541749,18.35149,4.66534,12.40704,416.9887,23.26484,0,0,0,0,1,1,1,1,0,1
1/12/2016 9:00,0.8449854,6.190908,219.1722,5.557281,1054.696,10.84093,5.741869,977.8684,1815.442,14.4349,38.08024,10.48842,0.1354957,7.834773,0.3406535,18.88554,4.828891,11.99062,420.7147,22.96126,0,1,1,0,1,1,0,1,0,0
1/12/2016 9:10,0.8834263,6.485552,226.6225,5.344143,1087.355,11.09065,5.728303,940.1232,1748.792,13.97257,37.383,10.58344,0.1395836,8.157308,0.340198,18.305,4.700884,11.40658,423.0067,23.33323,1,0,1,1,0,1,0,1,0,0
1/12/2016 9:20,0.8951266,6.436894,227.8218,5.182684,1103.098,11.00815,5.70241,974.1302,1706.754,13.78963,37.6837,10.70764,0.138204,7.796299,0.3268524,18.50138,4.706892,11.65524,405.4412,23.36816,0,0,1,1,0,1,0,1,1,0
1/12/2016 9:30,0.9255506,6.683636,224.4449,5.045774,1127.635,11.0559,5.698853,963.1695,1694.019,14.21338,36.96434,10.59282,0.1421614,7.502562,0.339389,18.99623,4.902637,11.91507,392.4224,22.7204,1,0,0,1,0,0,0,0,0,0
1/12/2016 9:40,0.9651841,6.8562,232.1483,5.141538,1111.355,11.26494,5.743001,939.2336,1745.192,13.87523,37.36247,10.13923,0.1362813,7.318261,0.3334892,19.28818,4.911798,12.22116,410.0263,22.73363,1,0,1,1,0,0,0,0,0,0
1/12/2016 9:50,0.9786144,7.192937,241.7465,5.278195,1164.304,11.53615,5.54839,984.9269,1684.542,13.21116,37.67363,10.39911,0.133892,7.39271,0.3226458,18.61305,4.861987,11.61252,418.024,22.26539,0,1,1,0,1,0,1,1,1,1
1/12/2016 10:00,1.017805,6.952279,233.412,5.239536,1129.178,11.5338,5.447361,937.0244,1689.333,12.74164,36.25397,10.23376,0.1403161,7.721848,0.308482,18.36995,4.7102,12.06884,428.8074,21.17732,0,1,1,0,1,0,1,0,1,0
